Text,Polarity
নান্নু কাক্কুও ক্লান্ত হয়ে পরলে সমস্যা নেই।এখনো সর্বকালের সেরা লেজেন্ড পাপন কাক্কু তো রয়েই গিয়েছেন,negative
ভাল একটা কথা মনে পড়ছে সাকিব ও ম্যাশতো বাংলাদেশের কোচ।তাহলে তারা জাতীয় দলের সাথে নেই কেন,negative
যেখানে প্রধান বিচারপতি খুজতেই ৬ মাস লেগে গেল সেখানে কোচ পেতে আরও ৬ মাস লাগবে?,negative
যেখানে প্রধান বিচারপতি খুজতেই ৬ মাস লেগে গেল সেখানে কোচ পেতে আরও ৬ মাস সব জায়গায় স্বৈরাচার ।বিসিবির স্বৈরাচার পাপন যা ইচ্ছা তাই করছে।,negative
হাজার হাজার উইকেট পেয়েও জাতীয় দল তো দুরের কথা বিকেএসপিতেও চান্ছ পাচ্ছি না হায়রে কপাল !!,negative
"ভাই প্রথম আলো,তোদের দুইখান পা ধরি,এই সুজন মহাশয়ের ছবি আর দিস না।এই সালার চেহারা দেখলেও গা জ্বলে!",negative
মাশরাফি টস নয় ম্যাচ জিতে,positive
 মুশফিককে t20থেকে বাদ দিতে হবে।তা না হলে আমাদের দলের উন্নতি হবে না,negative
 মুশফিককে t20থেকে বাদ দিতে হবে।তা না হলে আমাদের দলের উন্নতি হবে না,negative
"গ্যারি কারস্টেনের জন্য যত টাকা লাগুক, উনার বিকল্প নেই।",positive
২০০৭ সালে লন্ডভন্ড ভারতকে উনি ২০১১ তে অপ্রতিদ্বন্দ্বী চ্যাম্পিয়ন করেছেন।,negative
২০১৫ তে দঃ আফ্রিকাও বৃষ্টিবিঘ্নিত ম্যাচে সেমিতে চোক না করলে অসাধারণ টিম হিসেবেই খেলছিল।,negative
প্রতিটা সিরিজের আগে কিছুনা কিছু বিতর্ক থাকেই। আমাদের দেশে কি ওয়ার্ল্ড ক্লাস কোচ আছে?,negative
কোচ দিয়ে কি হবে। বাংলাদেশ আ এ ত সুজন আছে।আজাইরা বিদেশীদের টাকা দিয়া লাভ কি?,negative
 হেড কুচ ক্লেদ মামুদ কে কুচ করা হোক ২০৩৯ বিশ্বকাপ পর্যন্ত।,negative
